p0,p1,p2,p3,p4,p5,objective,rank
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,80,100,4,0.0028975,10449
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,2048,64,0.0011979999999999,2615
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,50,32,0.002023,9422
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,8,0.001517,7616
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,2048,64,0.0012475,3888
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,8,2048,64,0.0012935,5042
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,128,64,0.001307,5304
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,50,2048,80,0.0013265,5704
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,100,4,0.001453,7185
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,8,16,0.0013665,6337
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,32,0.00138,6519
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,50,100,0.0022015,9880
 , , ,80,32,80,0.001207,2855
 , , ,32,16,16,0.001323,5625
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,32,128,0.001274,4554
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,8,8,64,0.001922,9092
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,64,0.0006745,522
 , , ,128,2048,20,0.0014715,7308
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,100,100,32,0.0015145,7601
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,50,16,0.00137,6403
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,96,16,16,0.0013035,5236
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,20,0.0012929999999999,5031
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,4,32,80,0.0016849999999999,8327
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,50,64,0.0012775,4647
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,64,80,0.001402,6754
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,256,0.0012044999999999,2787
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,16,80,20,0.002042,9474
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,64,0.0013665,6336
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,128,16,20,0.0022255,9949
 ,#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,8,128,0.001156,1756
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc), ,80,2048,32,0.001345,6012
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,4,8,0.001556,7828
